Api Name,Api Type,Api File Path,Api Prefix,Api Params,API Args,Invoke Method,Invoke Location,Api Key,Invoke Instance,ChangeId,MethodDefinition
"borderRadius(value: Length | BorderRadiuses | LocalizedBorderRadiuses): T","类新增同名方法且参数类型与已有的参数类型范围是包含关系","harmonyos_api_changes/HarmonyOS_6.0.2(22).json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:99","borderRadius(value: Length | BorderRadiuses | LocalizedBorderRadiuses): T@entry\src\main\ets\pages\Settings.ets:99","","6.0.2(22)","borderRadius(value: Length | BorderRadiuses | LocalizedBorderRadiuses): T"
"borderRadius: number","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius({ topLeft: 8, topRight: 0, bottomRight: 0, bottomLeft: 8 })","ArkTS","entry\src\main\ets\components\HintBubble.ets:39","borderRadius: number@entry\src\main\ets\components\HintBubble.ets:39","","6.0.0(20)","borderRadius: number"
"borderRadius: number","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:129","borderRadius: number@entry\src\main\ets\pages\Settings.ets:129","","6.0.0(20)","borderRadius: number"
"borderRadius: number","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:69","borderRadius: number@entry\src\main\ets\pages\Settings.ets:69","","6.0.0(20)","borderRadius: number"
"borderRadius: number","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:99","borderRadius: number@entry\src\main\ets\pages\Settings.ets:99","","6.0.0(20)","borderRadius: number"
"borderRadius?: Length","新增API","harmonyos_api_changes/HarmonyOS_6.0.2(22).json","borderRadius","",".borderRadius({ topLeft: 8, topRight: 0, bottomRight: 0, bottomLeft: 8 })","ArkTS","entry\src\main\ets\components\HintBubble.ets:39","borderRadius?: Length@entry\src\main\ets\components\HintBubble.ets:39","","6.0.2(22)","borderRadius?: Length"
"borderRadius?: Length","新增API","harmonyos_api_changes/HarmonyOS_6.0.2(22).json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:129","borderRadius?: Length@entry\src\main\ets\pages\Settings.ets:129","","6.0.2(22)","borderRadius?: Length"
"borderRadius?: Length","新增API","harmonyos_api_changes/HarmonyOS_6.0.2(22).json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:69","borderRadius?: Length@entry\src\main\ets\pages\Settings.ets:69","","6.0.2(22)","borderRadius?: Length"
"borderRadius?: Length","新增API","harmonyos_api_changes/HarmonyOS_6.0.2(22).json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:99","borderRadius?: Length@entry\src\main\ets\pages\Settings.ets:99","","6.0.2(22)","borderRadius?: Length"
"borderRadius?: LengthMetrics","接口新增可选属性","harmonyos_api_changes/HarmonyOS_5.1.0(18).json","borderRadius","",".borderRadius({ topLeft: 8, topRight: 0, bottomRight: 0, bottomLeft: 8 })","ArkTS","entry\src\main\ets\components\HintBubble.ets:39","borderRadius?: LengthMetrics@entry\src\main\ets\components\HintBubble.ets:39","","5.1.0(18)","borderRadius?: LengthMetrics"
"borderRadius?: LengthMetrics","接口新增可选属性","harmonyos_api_changes/HarmonyOS_5.1.0(18).json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:129","borderRadius?: LengthMetrics@entry\src\main\ets\pages\Settings.ets:129","","5.1.0(18)","borderRadius?: LengthMetrics"
"borderRadius?: LengthMetrics","接口新增可选属性","harmonyos_api_changes/HarmonyOS_5.1.0(18).json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:69","borderRadius?: LengthMetrics@entry\src\main\ets\pages\Settings.ets:69","","5.1.0(18)","borderRadius?: LengthMetrics"
"borderRadius?: LengthMetrics","接口新增可选属性","harmonyos_api_changes/HarmonyOS_5.1.0(18).json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:99","borderRadius?: LengthMetrics@entry\src\main\ets\pages\Settings.ets:99","","5.1.0(18)","borderRadius?: LengthMetrics"
"borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius({ topLeft: 8, topRight: 0, bottomRight: 0, bottomLeft: 8 })","ArkTS","entry\src\main\ets\components\HintBubble.ets:39","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses@entry\src\main\ets\components\HintBubble.ets:39","","6.0.0(20)","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses"
"borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:129","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses@entry\src\main\ets\pages\Settings.ets:129","","6.0.0(20)","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses"
"borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:69","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses@entry\src\main\ets\pages\Settings.ets:69","","6.0.0(20)","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses"
"borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses","新增API","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","borderRadius","",".borderRadius(18)","ArkTS","entry\src\main\ets\pages\Settings.ets:99","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses@entry\src\main\ets\pages\Settings.ets:99","","6.0.0(20)","borderRadius?: LengthMetrics | BorderRadiuses | LocalizedBorderRadiuses"
"commands(value: string): PathAttribute","函数变更","harmonyos_api_changes/HarmonyOS_6.0.0(20)_Beta1.json","commands","",".commands(`M0,0 L${this.arrowSize} ${this.bubbleHeight / 2} L0 ${this.bubbleHeight} Z`)","ArkTS","entry\src\main\ets\components\HintBubble.ets:46","commands(value: string): PathAttribute@entry\src\main\ets\components\HintBubble.ets:46","","6.0.0(20)","commands(value: string): PathAttribute"
"commands?: string","接口定义变更","harmonyos_behavior_changes/HarmonyOS_6.0.0(20)_Beta1.json","commands","","Path()","ArkTS","entry\src\main\ets\components\HintBubble.ets:43","commands?: string@entry\src\main\ets\components\HintBubble.ets:43","","6.0.0(20)","commands?: string"
"commands?: string","接口定义变更","harmonyos_behavior_changes/HarmonyOS_6.0.0(20)_Beta1.json","commands","",".commands(`M0,0 L${this.arrowSize} ${this.bubbleHeight / 2} L0 ${this.bubbleHeight} Z`)","ArkTS","entry\src\main\ets\components\HintBubble.ets:46","commands?: string@entry\src\main\ets\components\HintBubble.ets:46","","6.0.0(20)","commands?: string"
"declare class CommonMethod<T>","接口定义变更","harmonyos_behavior_changes/HarmonyOS_26.0.0(26)_Beta1.json","CommonMethod","",".width(this.bubbleWidth - this.arrowSize)","ArkTS","entry\src\main\ets\components\HintBubble.ets:34","declare class CommonMethod<T>@entry\src\main\ets\components\HintBubble.ets:34","","26.0.0(26)","declare class CommonMethod<T>"
"declare class CommonMethod<T>","接口定义变更","harmonyos_behavior_changes/HarmonyOS_26.0.0(26)_Beta1.json","CommonMethod","",".height(this.bubbleHeight)","ArkTS","entry\src\main\ets\components\HintBubble.ets:35","declare class CommonMethod<T>@entry\src\main\ets\components\HintBubble.ets:35","","26.0.0(26)","declare class CommonMethod<T>"
"declare class CommonMethod<T>","接口定义变更","harmonyos_behavior_changes/HarmonyOS_26.0.0(26)_Beta1.json","CommonMethod","",".fontSize(`${this.textSize}fp`)","ArkTS","entry\src\main\ets\components\HintBubble.ets:36","declare class CommonMethod<T>@entry\src\main\ets\components\HintBubble.ets:36","","26.0.0(26)","declare class CommonMethod<T>"
"declare class CommonMethod<T>","接口定义变更","harmonyos_behavior_changes/HarmonyOS_26.0.0(26)_Beta1.json","CommonMethod","",".fontColor(this.textColor)","ArkTS","entry\src\main\ets\components\HintBubble.ets:37","declare class CommonMethod<T>@entry\src\main\ets\components\HintBubble.ets:37","","26.0.0(26)","declare class CommonMethod<T>"
"declare class CommonMethod<T>","接口定义变更","harmonyos_behavior_changes/HarmonyOS_26.0.0(26)_Beta1.json","CommonMethod","",".backgroundColor(this.bubbleBgColor)","ArkTS","entry\src\main\ets\components\HintBubble.ets:38","declare class CommonMethod<T>@entry\src\main\ets\components\HintBubble.ets:38","","26.0.0(26)","declare class CommonMethod<T>"
"declare class CommonMethod<T>","接口定义变更","harmonyos_behavior_changes/HarmonyOS_26.0.0(26)_Beta1.json","CommonMethod","",".borderRadius({ topLeft: 8, topRight: 0, bottomRight: 0, bottomLeft: 8 })","ArkTS","entry\src\main\ets\components\HintBubble.ets:39","declare class CommonMethod<T>@entry\src\main\ets\components\HintBubble.ets:39","","26.0.0(26)","declare class CommonMethod<T>"
